date,VIS@KAU.Q,VISUS@KAU.Q,VISUSW@KAU.Q,VISUSE@KAU.Q,VISJP@KAU.Q,VISRES@KAU.Q,VLOS@KAU.Q,VDAY@KAU.Q,PRM@KAU.Q,OCUP%@KAU.Q,RMRV@KAU.Q,VEXP@KAU.Q
1996-04-01,248.59715261736432,186.93106363258227,,,24.836667096956475,36.82942188782557,5.541866416726692,1377.6922113840515,123.96357119653912,66.48110965136175,,
1996-07-01,245.24727362652757,185.0705932905455,,,27.348652989351827,32.82802734663028,5.65578287797848,1387.0653310478178,126.59287395300623,64.71752157349728,,
1996-10-01,239.9848505292272,174.699226682135,,,27.700400387309998,37.58522345978224,5.713409591761861,1371.1317468912232,130.3842563300353,63.23337112141203,,
1997-01-01,250.47992795484205,181.50913516977323,,,23.90356577330499,45.06722701176383,5.796350432016199,1451.8694386124353,135.16508059107477,66.15063621145214,,
1997-04-01,244.5860762141483,179.9535774917204,,,23.921342547040624,40.71115617538727,6.066708525084124,1483.8324336852488,135.01676285165897,67.5310700590968,,
1997-07-01,248.47125929329343,181.8888970391639,,,23.298119431136424,43.28424282299311,6.0694965685228786,1508.0954556572028,135.42200424364842,67.01716091241882,,
1997-10-01,253.54945556615408,189.09189029934254,,,27.206972248517985,37.25059301829358,5.888822516739906,1493.1077430451126,133.2794856469512,67.20113281703226,,
1998-01-01,259.93473966642193,187.90293055441992,,,29.574361820903242,42.457447291098816,6.0838047112650395,1581.3921938040294,135.0966495035681,65.35795860454664,90.1548074173042,
1998-04-01,275.84328636457803,203.74823792388457,,,26.615978386312598,45.47907005438087,5.615866110841509,1549.0989637979835,136.04828796296061,65.36792649908448,88.71480476611015,
1998-07-01,269.4628321011164,199.02740289705233,,,28.950470643111554,41.48495856095253,5.73317822868632,1544.878442442278,138.5846050439006,65.24607048113734,89.56367331966608,
1998-10-01,273.15872369056706,204.06802862464323,,,26.889189149672585,42.20150591625125,5.873456330734474,1604.38583495571,142.9271241562374,66.9613777486078,94.39423116358607,
1999-01-01,275.0335032591612,213.21501473827237,,,23.944714346155877,37.87377417473296,5.935781239611732,1632.538708910421,141.4790165486968,69.3135707784308,98.12363019125063,
1999-04-01,269.20761019616873,209.94097916860937,,,23.15494549846023,36.11168552909917,5.690946541869541,1532.0461182908498,143.50808624240833,68.79076387125646,98.82850753977421,
1999-07-01,271.75508309136586,209.83903927647123,,,23.553053067661065,38.36299074723359,5.86351903171695,1593.4411016720449,144.75635082366952,71.52562575863121,103.2825738198698,
1999-10-01,273.29240797778016,212.430766816647,,,21.917287087722855,38.94435407341029,6.010591367251732,1642.6489881266837,149.98987971855863,71.7700395916816,106.05528844910533,
2000-01-01,268.2840724711792,208.48470844845224,108.59805877149947,95.39725890095897,28.59370705505433,31.20565696767259,6.168906075959066,1655.0192447504996,149.29206436075643,73.07445424826672,109.72783529691868,
2000-04-01,274.94713319722155,213.0764628003407,112.65464777718059,97.47718563774364,32.60212605029294,29.268544346587902,6.11591237084953,1681.552573250501,148.14886876995067,76.4446976661011,113.34765310451456,
2000-07-01,266.6677418079332,207.242464889929,112.19905123999595,98.05957529137339,31.783207589569663,27.642069328434587,6.132978678401591,1635.467574725555,147.1781511037556,74.36549328952134,109.46827737081408,
2000-10-01,264.92248755505733,204.14636386127808,111.67824221132398,96.88598016992401,33.21095930508309,27.565164388696203,6.222675298301508,1648.5266192734439,149.31758243220398,74.64868812944412,109.80864756108599,
2001-01-01,269.63029953538035,207.40830859948684,111.20722019837706,95.38402650305272,34.39838063332817,27.823610302565353,6.035408423256003,1627.3289809808737,150.00800816584817,74.4288475784676,112.38738299176323,
2001-04-01,267.0953239862995,205.45286193857828,111.12033626376433,94.5553572588039,35.54244800278972,26.100014044931516,5.926048116194576,1582.81974155339,152.2929019895264,73.14008042018547,111.73199630189002,
2001-07-01,246.19778117580603,191.45549054573374,105.59206240524082,86.07583264417835,30.70688173225239,24.0354088978199,6.133533193817506,1510.062263086025,151.32952931799414,70.35056592644,107.03313100812399,
2001-10-01,225.77438037854117,188.0783389162014,105.23538113261775,83.22478359396506,16.772289631629704,20.92375183071008,6.359391592493442,1435.7876963797112,149.30289385996448,64.08050607490692,95.44415636488954,
2002-01-01,249.68692136050032,201.15602324071057,112.14678510717886,88.04886442188388,23.634185527994944,24.89671259179483,6.214105879680855,1551.5809661056965,151.8054450364267,68.59996336894143,103.66782339559252,
2002-04-01,252.3339897012478,199.4344831817612,110.23501555729551,88.55523991541465,25.314013742956718,27.585492776529854,6.186835070410164,1561.148776940197,155.29689099711894,70.96593270489844,110.9241960547735,
2002-07-01,251.60260440882536,197.18865649102725,112.82528558390018,85.50664041459116,23.202233132948045,31.211714784850088,6.237738363128306,1569.4312177839251,160.9958151910505,69.57365324328833,111.67385084224327,
2002-10-01,252.27377258795053,197.61983708650104,112.20091375162552,85.88025524811025,23.035567596100286,31.618367905349192,6.551887063860109,1652.8692671701801,162.8785154420705,71.69378401620511,116.15412970739072,
2003-01-01,244.30058547150665,199.83377173681396,112.77606583975714,85.4336097824053,15.868378206436374,28.598435528256328,6.554284876857592,1601.2156327633516,167.9798159318253,71.91902737895116,120.37021796139516,244.78370489889187
2003-04-01,241.01375368676582,205.25062822522776,117.91884323004261,87.37815049961695,9.870859665030082,25.89226579650802,6.794565569794364,1637.5837526469986,169.39348296547215,71.15284090897465,121.48662004596854,238.48171548997755
2003-07-01,246.2345994749159,208.56070877953957,120.04302783338616,89.86304239451277,11.642190285351834,26.031700410024534,6.900717189811624,1699.1953333229326,169.22040186900722,77.26209452155005,129.41766088697204,257.3973218714919
2003-10-01,244.31804616081283,203.78316825841858,117.28061409681399,86.73492332346503,14.314355843181701,26.220522059212527,6.932602036084816,1693.759784266715,170.9129659003619,78.36603719052415,133.99216777233087,268.54023551312434
2004-01-01,249.4721586067747,208.48336751232617,119.08834057200619,88.70485366341805,14.228826375047047,26.759964719401534,6.964388889445866,1737.4211296270987,172.80387328709432,78.37395978797261,135.92185895229,262.02671931724535
2004-04-01,255.94351667191148,213.31763193924456,121.46425301051497,91.51372714361844,14.834089267687293,27.791795464979664,6.8521258680809245,1753.757191355206,177.27762263180134,79.0350646493787,140.69036146168378,273.6266582423968
2004-07-01,257.00409337898293,215.52445572283276,123.73486288120607,92.54459700963963,13.708927130145764,27.77071052600438,6.864657609957022,1764.2451054041403,178.33091067476258,78.70000042044765,139.45478152871644,275.6296937200991
2004-10-01,258.50154086576754,218.03366182559648,124.38018253627276,93.9283001833239,12.132580227119906,28.33529881305113,6.792532577302245,1755.8801376135534,178.84426007300863,76.59097514220102,137.10633139064302,276.5995919817675
2005-01-01,268.5546275466885,229.8696272423074,128.8290630946347,98.1962804651481,11.497194359477898,27.187805944903154,6.662459443232109,1789.2343143221167,178.1606062523323,77.39109460636836,139.0797069905468,275.03356787452753
2005-04-01,259.35444218964767,219.1435073904182,124.64721670949965,95.1915045572604,11.36259049281023,28.84834430641923,6.579839664951513,1706.5106460008178,175.23974640648854,76.42783265291108,133.9635757026471,275.7898003659222
2005-07-01,281.4115508318764,240.17699247681793,137.6085032057346,102.74744724666502,10.432426159565596,30.802132195492923,6.56260358629412,1846.7924527138623,182.04741970971745,76.10114713189667,137.61389083216395,296.3974507944423
2005-10-01,280.8267908073482,238.8378728904564,138.348216990131,102.45976773092659,10.421590988146272,31.56732692874548,6.517240077777194,1830.2156159632016,182.7688942981281,75.01325894215717,136.93282647464213,292.1476913319494
2006-01-01,287.0946381246361,245.47790124361325,137.239830822672,105.96095044135438,9.420914887695671,32.1958219933272,6.563270266823793,1884.2797021679607,183.89213588803958,74.11507975648648,138.1194328095304,290.8949319450703
2006-04-01,294.42836325604173,250.40839289390095,146.46918083024747,104.49183587481451,8.574397168185216,35.44557319395559,6.421200159167952,1890.5834530032548,188.51827749147526,75.27542048391227,140.57597392893467,302.283351807645
2006-07-01,305.6848236305332,261.78607341524025,153.33483018485717,108.13976877732466,7.861186666557187,36.03756354873573,6.3917298767960755,1953.8548200824177,192.36489782746915,75.06560296901978,144.24444150290878,315.306002983059
2006-10-01,316.9243082507872,269.8642114472457,159.2601511622235,112.64003090650638,7.780556277561928,39.279540525979634,6.207668473285937,1967.3610367463657,192.79468879301604,74.61056345724809,143.5201517586262,318.172663615885
2007-01-01,323.355373119175,273.5418474510175,157.45024590337536,113.27352282789676,8.348270795168613,41.465254872988915,6.064731855035744,1961.0636318528293,202.18210092213113,73.51732719005632,151.0393074484568,330.6277146258899
2007-04-01,325.2439866991319,275.8442370587389,158.22028051763564,119.77263814642306,8.855912634685879,40.54383700570708,6.322961331304701,2056.5051511379916,206.70651814375796,75.01953891497686,153.590422631273,339.5029422214169
2007-07-01,329.9259875812644,279.5535097584815,160.90029409048378,119.04833858700533,9.043543869029378,41.32893395375351,6.266807438044825,2067.5826329785523,209.93488538838213,77.206565982174,161.9414446863403,341.68713450357325
2007-10-01,320.5196055169081,270.7850627317623,161.82315348850514,109.23618343867477,8.153340865492314,41.581201919653445,6.414541253147055,2055.9862320306274,208.29982887906212,77.52323457945947,160.7721585672634,339.37094169772604
2008-01-01,301.1822528103875,255.38698347617782,153.44791364552117,100.77460473542394,7.376547700919547,38.41872163329014,6.600645447509424,1987.997265883517,212.7383420766195,76.63772632906384,165.977423507709,318.2942117390313
2008-04-01,257.59708022475616,215.66071917183882,126.96446660747125,91.44142276970612,6.81834859959843,35.11801245331889,7.081641808391217,1824.2102530391396,206.24004891773794,71.89158521846954,145.8769856150852,294.8732070125402
2008-07-01,235.06280435716113,196.05449136717334,116.45194283912275,80.33401017353506,6.0686091281041525,32.939703861883665,7.3065762551572995,1717.5043047867193,204.91351021489797,67.04589146689422,138.14565832295895,269.8429212269135
2008-10-01,236.80586260769502,199.75302698480982,118.51305290788486,78.92780732133491,5.903458554824335,31.149377068060843,7.358359679537771,1742.5027112906241,200.0147654574113,65.09146365223904,129.9765992209134,261.0207519091165
2009-01-01,230.74217199882412,197.59367735544285,119.00199807691901,75.35101174210234,5.650237087543195,27.49825755583805,7.214977657820131,1664.7996156884058,192.675336331186,58.91726187793166,114.48569361404903,251.66744463733892
2009-04-01,234.00331300549993,199.34370687149288,123.5721379929835,78.68672519781452,4.9334673505273665,29.72613878347967,7.485463240823812,1751.6231977336583,186.31477463049575,57.492976211919256,106.63032807027072,252.7133404981691
2009-07-01,235.9459721454549,200.7742584628132,124.16719253808085,78.24255271787678,5.157588047567068,30.01412563507461,7.365265560747895,1737.8047428401012,185.60832473608357,55.779791967334376,103.19290145969113,242.84662935421164
2009-10-01,227.4206845471156,191.99632131025112,115.99062639201668,74.69571934220639,5.150877084909462,30.27348615195502,7.374381978831773,1677.0869977378347,190.31156430223484,56.57663660948136,107.90774352265578,251.8891996869952
2010-01-01,231.59838611534383,192.24973632132816,115.53171626552563,74.19665857539034,5.042691963633642,34.30595783038204,7.231946979931435,1674.9072490238552,181.93496186171146,57.17359689470612,103.64528187442558,254.94688081071934
2010-04-01,237.00295680094297,197.1359571506283,120.7574014486563,78.19402660011157,5.4940653074438295,34.37293434287085,7.444437194863226,1764.3536269015021,184.55438905298047,58.96384822290087,108.3550044072672,272.99858403764733
2010-07-01,247.12610798858475,204.83327579830137,124.80288387695106,80.66472177572646,5.4186512392523785,36.87418095103097,7.519792392280132,1858.337026786358,186.4744600431051,60.634462927834846,112.86261896627313,297.8887733875886
2010-10-01,248.99638828789978,205.15423731975415,124.6063337724807,80.61946427517012,5.400838428516977,38.441312539628655,7.378030231362839,1837.1028802882845,192.43285570886965,60.46142528789141,116.28709475203401,298.41858792663214
2011-01-01,249.7204203161229,205.6679689126184,124.17364009831013,79.9475902635269,5.751422978051029,38.301028425453474,7.483987338649458,1868.9044638480846,197.7723806042346,61.41059695879297,121.1776874743892,298.93234209512093
2011-04-01,246.9328709154389,204.4566801525949,127.84725879064814,77.15897903768973,5.32701932413801,37.14917143870601,7.55764375512948,1866.230669810261,203.25943414863414,61.9030699867082,125.83630466039118,287.8871845510826
2011-07-01,252.59962208274465,210.79700959818587,131.94745002587212,80.31794769939883,6.28943603500094,35.51317644955782,7.53063327970545,1902.2351204973365,203.00672019032126,65.0117610194543,131.99180657004436,290.4390410174618
2011-10-01,262.2466306350831,217.02319881469393,133.8806133079506,82.67137825469638,6.203118032998081,39.020313787391075,7.549761005697545,1979.8993858443173,208.72479839014332,67.30790536837792,140.59420129517537,296.76056959496276
2012-01-01,266.1611567429858,217.67188638860682,134.2868963861194,83.51024775601391,6.50442827413357,41.9848420802454,7.577514688815828,2016.8400748121867,207.91356061124392,68.42873037832426,141.23520686651185,313.701674586398
2012-04-01,265.4584539046293,218.7169417901759,133.97727448200595,84.11296317485366,6.8293450921702465,39.91216702228319,7.559894994836647,2006.838037010682,211.23728818583206,68.23471700746116,144.31712282368235,313.64085404681236
2012-07-01,270.76610743326086,222.84893897462263,138.58286929277102,85.01675259814945,7.098209738816763,40.818958719821474,7.495952224908625,2029.6498054441995,213.06275656073726,69.08902536755194,147.60647117715465,324.96810098852643
2012-10-01,282.2952593217543,232.74000058448846,146.37519208885385,86.1155719591267,7.475161582345464,42.08009715492038,7.499810214457496,2117.1608693542207,212.8930613088534,69.51419391332928,148.41453246598437,337.9869862630858
2013-01-01,282.5718213568239,232.6306217392208,147.27484478514975,84.70966634594822,7.785535251039041,42.15566436656403,7.473593673629491,2111.8269764383217,227.2607191199278,69.97604981966852,158.7835025851921,349.48911734601563
2013-04-01,279.2389727429887,228.764223801775,143.45904762931676,85.38868004673549,7.532646656282381,42.94210228493132,7.572358145019503,2114.49750965725,226.0741067095328,69.04822860182732,156.2760837672617,343.9413195902497
2013-07-01,279.22683271651937,226.46073377640528,140.0263468128833,87.47758588455497,7.145035880787553,45.62106305932654,7.708447810210553,2152.4054672056823,232.0436613382124,69.229205204729,161.1604355803631,351.2951340147035
2013-10-01,273.3166189750066,221.6686903263885,138.0759812462809,83.11211689292023,6.966947558654114,44.68098108996399,7.749902327072761,2118.1771014220626,227.64484616566014,68.71318304044179,156.21331140051646,345.83249258365805
2014-01-01,278.81895186180725,225.15117487084987,138.11232049232007,86.1869482326273,6.137170575520642,47.53060641543672,7.67361628324775,2139.5496490848345,229.0738526368632,70.74869140853262,161.95906738485155,350.6868035160818
2014-04-01,275.0419577610625,222.62052986711416,138.90967293288634,84.50382630168491,5.641489453226177,46.77993844072222,7.726960198389171,2125.2382605067655,223.50131088411794,69.03952372004095,154.98682636564334,345.15001842671455
2014-07-01,280.75516821405813,226.73962068574355,142.86964192600186,84.7191927711953,5.91208146102052,48.10346606729408,7.645932162512133,2146.634970439371,228.51360124742152,70.20098353233097,160.57548331686408,354.47204716844897
2014-10-01,285.35681311367523,229.43847861961132,144.45080164030995,84.1973997462931,6.1428291458616755,49.77550534820223,7.636204197812773,2179.0428941731216,233.74123523159733,70.24413467242884,163.67195626597433,371.84281252629165
2015-01-01,291.56211334430134,234.13762576723605,148.8140826449252,84.92914811715819,6.317975197860616,51.10651237920466,7.561119477857772,2204.535974212972,235.34590120549706,70.07187277636818,165.35056615384104,372.3012486764873
2015-04-01,296.501726249008,238.8337995781306,151.93609813129396,87.7815375259711,6.728065679988745,50.93986099088869,7.518420118158081,2229.224543699142,240.25126588525725,71.708625648824,172.39171324222445,390.23499752736325
2015-07-01,290.7537418406202,234.5357468138672,150.6328086636425,84.09375039730219,6.444866126751837,49.773128900001154,7.58383658112779,2205.0288634706812,244.82940263490113,70.63012689771217,173.41131385197943,386.4742204814869
2015-10-01,294.9344526634305,240.22145620178566,152.13569066899043,87.40551221173575,6.210737099834867,48.502259361809934,7.6924637701408525,2268.7725916797613,248.2534302743444,72.18937467709563,178.92640675195517,398.9969600718946
2016-01-01,293.17553501893264,241.35769308798032,153.6450808481923,88.69665434089902,5.66475536663157,46.15308656432074,7.705830508935259,2259.1609822223086,247.38188403724646,71.1046496664021,176.913555565759,398.53613149053075
2016-04-01,289.865526146589,237.74996000917275,152.2392036654839,85.48135636781184,5.618631122581633,46.49693501483461,7.676509726676798,2225.155530892578,248.28627768888362,72.14997610215893,179.57919216907928,410.6785061422886
2016-07-01,298.0598723145857,245.45858404385348,155.72143837140732,90.08582185125171,5.642478733067899,46.95880953766432,7.629711425759718,2274.110813359077,257.4569914274662,73.31489363860594,188.98336858986144,422.2344087145806
2016-10-01,306.1678653514588,251.93248451803734,158.3700599141215,92.25910629987652,6.050938857263257,48.1844419761582,7.5834302587293765,2321.802654356834,256.70484684640365,74.59714725949969,191.95055034196682,439.9224828291792
2017-01-01,307.7037883082872,252.33848489197635,157.64433835957146,93.58284538070589,6.448086616547643,48.917216799763196,7.565645780983327,2327.97786780718,256.97772299340187,74.08993510737348,191.06940819636415,448.71604864054774
2017-04-01,316.9748324223467,258.7211459123372,162.77951221259755,97.00651335623556,6.662095462938659,51.591591047070814,7.516692285649482,2382.602277614091,261.33669647066745,75.43111565979521,196.19830659579358,444.34013607018073
2017-07-01,323.67112911086565,261.5876762921383,165.91553980008925,96.18756108627372,6.960147822350315,55.12330499637703,7.467200728931798,2416.917291230834,263.658008288777,76.19471042555892,200.98825052238544,454.4823705708374
2017-10-01,337.093021242885,271.95681703625456,172.30573787615904,99.18207606107376,6.431866580583729,58.70433762604674,7.458414243286628,2514.1793909504554,271.8839472477643,77.3072035327201,211.0507013521237,469.4494251541559
2018-01-01,346.4780968018008,281.50236861219565,178.4889698318384,102.64477504241839,6.32629522947227,58.649432960132884,7.510379168183461,2602.1818804520976,287.7046341854561,78.59868107638887,227.19212951777794,497.6403968891975
2018-04-01,344.4584139028786,280.2803701075594,177.06705339542305,103.48779088416532,6.36683892337071,57.81120487194849,7.54293329579592,2598.226839245075,287.32122369705206,78.75362938845124,225.2038276229953,509.88178884164864
2018-07-01,346.29038947534775,282.5873770684327,178.7797077848027,103.96715788585996,5.989604278113581,57.71340812880145,7.4802295034236606,2590.3315881055664,288.5924882739941,76.24659861023794,219.7941723859607,495.9097357789807
2018-10-01,352.0735228382415,290.049598980765,185.5946507985372,104.38960914590794,6.123479205695472,55.900444651781044,7.379741056990804,2598.2114315687604,292.70016660981906,75.36931059069697,221.4998704732661,490.6252003198193
2019-01-01,335.456919349639,273.68532335004784,177.46898795278287,96.52188667760133,7.9033132339522085,53.86828276563895,7.354419042061649,2467.090755456324,287.92792358131265,70.40828559785457,203.70612852499968,466.5049085274595
2019-04-01,334.25560027225197,278.59384074337004,179.7153174895183,99.02623771454628,5.57555669357256,50.08620283530933,7.459827186216817,2493.4890140561665,279.79444320611987,72.81428807683817,202.79816884383308,470.96363961297266
2019-07-01,346.3607261087603,284.6500188252765,182.05977813674374,102.48059953944326,6.099141035025648,55.61156624845812,7.466886902427485,2586.2363692967756,279.63857909083265,74.60113204993553,208.38507569655846,473.5207602101269
