date,VIS@KAU.Q,VISUS@KAU.Q,VISUSW@KAU.Q,VISUSE@KAU.Q,VISJP@KAU.Q,VISRES@KAU.Q,VLOS@KAU.Q,VDAY@KAU.Q,PRM@KAU.Q,OCUP%@KAU.Q,RMRV@KAU.Q,VEXP@KAU.Q
1989-01-01,,,,,,,,,90.97664799794704,73.57033992900845,,
1989-04-01,,,,,,,,,94.33528605103989,70.8195503332969,,
1989-07-01,,,,,,,,,92.13720714923964,70.98860999443276,,
1989-10-01,,,,,,,,,91.08085880177346,68.98816640992861,,
1990-01-01,303.4560674025298,247.7790317663157,,,,,,,93.26489172808137,69.49324371274139,,
1990-04-01,308.96602853795525,254.22007339302462,,,,,,,90.72798400297727,68.37753811282626,,
1990-07-01,310.0759490450814,251.06417301308548,,,,,,,91.17190733645236,66.92254106100438,,
1990-10-01,306.351498347131,238.9603218275742,,,,,,,92.9418835991557,64.24001044676132,,
1991-01-01,273.3161299434971,223.16782649065547,,,22.766592359698667,27.381711093143004,,,93.00969134349906,54.88265589717624,,
1991-04-01,300.55983274228953,245.66695290602152,,,27.424963408894236,27.46791642737376,,,93.09366213577356,63.2849052555415,,
1991-07-01,317.2753613620333,261.2445494177742,,,30.23892916086392,25.79188278339523,,,97.54844574114782,65.85947372360071,,
1991-10-01,291.1750066406481,230.8663711855487,,,26.719515070543174,33.58912038455624,,,99.94486744624623,62.40629845701494,,
1992-01-01,271.16457162280784,201.37171886345072,,,27.9365893937185,41.8562633656386,5.106754097290722,1384.7707871748573,103.38592496843326,61.635988604495594,,
1992-04-01,244.41722346279045,182.28914099347043,,,26.21108372977775,35.916998739542315,5.67140745886403,1386.1896642217062,92.81718311552913,64.9839860405272,,
1992-07-01,198.90272418302538,146.718404268986,,,26.729610306412262,25.454709607627073,6.264330553848117,1245.9924123433507,82.97278234179872,71.77883655538044,,
1992-10-01,167.2458235690923,120.26513587409272,,,28.74271657009149,18.237971124908086,6.132245770767448,1025.592494260085,70.8807762409056,80.10118879959676,,
1993-01-01,122.25087870652645,85.02457020513252,,,24.1513789352082,13.074929566185737,5.381235618472321,657.8607828850995,57.51574613015496,75.94591473714907,,
1993-04-01,125.51488678387065,83.66486308779778,,,22.042449998957608,19.80757369711526,5.037470120897128,632.2774919015342,61.85247836444396,74.68510774670257,,
1993-07-01,151.8950568843705,100.45522253009392,,,19.152132740599818,32.28770161367677,5.037095846643347,765.1099601579176,67.82576195810837,69.22206012737267,,
1993-10-01,176.7048775945125,122.15314417697576,,,19.374038325234373,35.17769509230237,5.207153054183851,920.1293430554493,76.06268021395933,70.41358405544231,,
1994-01-01,210.5058375149188,154.93738132127294,,,18.3360621767836,37.23239401686225,5.41259125284417,1139.3820548058857,91.82556958060066,77.34109177552541,,
1994-04-01,210.91863806686132,156.1836638945909,,,20.903283071833208,33.83169110043721,5.564525891578088,1173.6622225394376,105.75466672310631,77.78831327990696,,
1994-07-01,215.24674462390936,162.21918728319562,,,25.66595989706196,27.36159744365181,5.742412429745729,1236.0355817906418,116.70750060669515,76.30251871916822,,
1994-10-01,224.04753075009256,172.10596750094047,,,25.214694854321234,26.726868394830888,5.720209370633762,1281.5987848640352,122.10226308959784,72.53474289206612,,
1995-01-01,221.51489423500925,171.45467050914576,,,24.61041995361535,25.44980377224816,5.648315551174567,1251.1860219243922,122.41591698688033,65.60677518832962,,
1995-04-01,227.8277371595959,168.1009491274731,,,26.661279463380787,33.06550856874202,5.662741533483907,1290.1295896932986,127.771365522985,62.40646160161253,,
1995-07-01,238.84549571689152,175.64074879498082,,,23.183414749462425,40.02133217244828,5.57345225498871,1331.1939666972053,124.39499052496399,63.68209314449694,,
1995-10-01,240.96195334676165,177.27853156840018,,,21.06488583354145,42.618535944819996,5.567224290195739,1341.489239685104,125.3810602985041,64.97133673222756,,
1996-01-01,241.60706848532416,183.30461639473725,,,21.814279526381707,36.4881725642052,5.568248384084948,1345.3281686769078,123.3292985204193,66.93466432039567,,
