date,VIS@KAU.M,VISUS@KAU.M,VISUSW@KAU.M,VISUSE@KAU.M,VISJP@KAU.M,VISRES@KAU.M,VLOS@KAU.M,VDAY@KAU.M,PRM@KAU.M,OCUP%@KAU.M,RMRV@KAU.M,VEXP@KAU.M
1993-01-01,45.292236061367035,31.811959939089913,,,8.074169521769518,5.406106600507605,5.439896939969147,246.3850963545908,58.187018128499766,77.66236647233775,,
1993-02-01,39.09963750000203,27.298165561616912,,,7.954392076965286,3.8470798614198354,5.422281135044955,212.00922680335728,56.837449237760964,74.54315037415313,,
1993-03-01,37.85900514515738,25.914444704425694,,,8.122817336473394,3.8217431042582968,5.268666172350955,199.4664597271515,57.52277102420416,75.63222736495634,,
1993-04-01,39.099110776994536,26.081320350738636,,,7.892866888910236,5.124923537345667,5.115638217695805,200.0169053687152,60.52780304360544,76.57475651881565,,
1993-05-01,43.35087551572899,29.299865627396557,,,7.361525935728195,6.689483952604233,4.970667727747685,215.48279789564137,62.52799443772702,75.54772319156147,,
1993-06-01,43.06490049114713,28.283677109662595,,,6.788057174319177,7.993166207165357,5.033746419122476,216.77778863717762,62.50163761199944,71.9328435297306,,
1993-07-01,47.80110358238472,31.59029511610967,,,6.273185391063299,9.937623075211754,4.987114141022126,238.3895596321742,65.16101790038978,69.4093877947126,,
1993-08-01,49.7971698161953,32.38085896411988,,,6.710314565698957,10.705996286376463,5.067455095701109,252.34492193657235,67.58776951874854,70.68055326665232,,
1993-09-01,54.29678348579047,36.48406844986436,,,6.1686327838375625,11.64408225208855,5.0532547413416395,274.3754785891711,70.7284984551868,67.5762393207531,,
1993-10-01,58.209922916413845,39.68404545191625,,,6.671502954514514,11.854374509983082,5.1931350152913245,302.29198893463763,73.41798639064481,69.46503152337048,,
1993-11-01,58.43645624340798,40.84793282360782,,,6.40191079018721,11.186612629612954,5.1911323775501685,303.3513800344489,76.51351655897301,69.0320196160259,,
1993-12-01,60.05849843469067,41.62116590145168,,,6.30062458053265,12.13670795270634,5.236327618619102,314.48597408636283,78.25653769226018,72.74370102693055,,
1994-01-01,66.48063036915572,51.1181090617014,,,5.086565606888001,10.275955700566316,5.171545419474693,343.8075994693974,86.1971195538858,71.98089820189291,,
1994-02-01,70.4233652850806,50.762494819155314,,,6.5142032833196755,13.146667182605622,5.483900243232208,386.1947100160842,92.10958660007972,78.55229795294524,,
1994-03-01,73.60184186068247,53.056777440416234,,,6.735293286575923,13.80977113369031,5.562085607793621,409.3797453204041,97.17000258783644,81.49007917173809,,
1994-04-01,71.0080001024283,52.87545305674548,,,6.4573248361509705,11.67522220953186,5.480853046970425,389.18441372067036,102.12124201424535,77.95645993868325,,
1994-05-01,69.29941275597842,51.04437398429682,,,6.964949147100869,11.29008962458074,5.559355273980554,385.26005578870394,107.18849171158935,77.51977805544004,,
1994-06-01,70.61122520845457,52.26383685354859,,,7.48100908858137,10.86637926632461,5.653743464321922,399.21775303006336,107.95426644348426,77.88870184559758,,
1994-07-01,70.98454321919463,53.18655912827565,,,7.8614752182718854,9.936508872647101,5.701233842348628,404.6994800849313,111.82663836919858,76.39506283945289,,
1994-08-01,73.06049484150583,55.56306445672656,,,8.729310125909489,8.768120258869788,5.73480295925889,418.9875420219865,117.41991917801722,76.63620344745982,,
1994-09-01,71.20170656320893,53.46956369819342,,,9.075174552880586,8.656968312134923,5.791273546479729,412.348559683724,120.87594427286967,75.87628987059195,,
1994-10-01,72.87924800613227,55.714741205684454,,,8.15674921915858,9.007757581289239,5.6815096148580135,414.0641482704622,122.01161421866749,72.72519591804273,,
1994-11-01,75.30201723082466,57.58524249495057,,,8.72315302222006,8.993621713654035,5.758584009814109,433.6329923321734,122.10203722351291,73.02014744207565,,
1994-12-01,75.86626551313564,58.80598380030544,,,8.334792612942593,8.725489099887614,5.719296202688045,433.90164426139967,122.19313782661314,71.85888531607996,,
1995-01-01,72.71383046156248,55.9170738697717,,,8.666928442469555,8.129828149321234,5.708260757234681,415.0695049319529,122.33305589019471,67.2651845206781,,
1995-02-01,74.163005593338,58.52245993110409,,,7.3092478934316,8.331297768802319,5.500931908054693,407.9656438656317,121.43472687714358,64.91289103096791,,
1995-03-01,74.63805818010879,57.015136708269985,,,8.634243617714196,8.988677854124608,5.736361362639401,428.1508731268077,123.4799681933027,64.64225001334286,,
1995-04-01,74.49643531017222,55.70615404567427,,,8.477651871202164,10.312629393295785,5.648163345987103,420.7680353256141,125.6828428899498,61.99502312495769,,
1995-05-01,76.01220231144251,55.999385579185756,,,9.171525703680357,10.8412910285764,5.672000321458372,431.1412359452607,130.14213221917234,62.11677972271382,,
1995-06-01,77.31909953798117,56.39540950261308,,,9.012101888498265,11.911588146869835,5.66768522966513,438.2203184224239,127.48912145983286,63.10758195716607,,
1995-07-01,79.3497082679936,57.94600408893298,,,8.63165379079585,12.772050388264775,5.602548083064813,444.56055594859976,127.26845210447325,63.80797103621368,,
1995-08-01,80.2243894530128,58.764279158309485,,,7.468455438644113,13.991654856059217,5.574974453270623,447.24892172977957,122.62145846967971,63.23321117176056,,
1995-09-01,79.27139799588511,58.93046554773836,,,7.083305520022464,13.257626928124285,5.542787185885555,439.38448901882583,123.29506100073898,64.00509722551658,,
1995-10-01,79.114772032537,59.671957214745106,,,7.342210207792862,12.100604609999035,5.661904055050335,447.94024858540405,126.29419144138029,64.42623958889067,,
1995-11-01,81.012038095969,60.00752266616556,,,6.791232281089768,14.213283148713668,5.5265071414107485,447.7136070776123,125.65832520755039,65.27802804549235,,
1995-12-01,80.83514321825564,57.59905168748951,,,6.93144334465882,16.304648186107297,5.515365796016812,445.8353840220875,124.19066424658159,65.20974256229967,,
1996-01-01,78.89007900884934,60.03933436625147,,,7.136186074308648,11.714558568289217,5.569775068086585,439.39999518286993,122.49499608762547,66.4357418115447,,
1996-02-01,84.42340880596421,64.29541672249711,,,7.039790023484988,13.08820205998213,5.409839748726342,456.71711268147874,124.56887077996778,68.26698608410621,,
1996-03-01,78.29358067051061,58.96986530598868,,,7.63830342858807,11.685411935933852,5.737520968711489,449.21106081255914,122.92402869366467,66.10126506553608,,
1996-04-01,80.00700217036874,60.34647058426863,,,7.901727148049849,11.758804438050257,5.587867799464894,447.06855115952135,123.1020182686856,66.15223705348907,,
1996-05-01,83.83321890482554,63.42348319251138,,,8.06176888569582,12.347966826618354,5.53288337670147,463.8394232938847,123.57994755131784,65.38957265298394,,
1996-06-01,84.75693154217004,63.161109855802266,,,8.873171063210807,12.722650623156959,5.507328172898768,466.7842369306453,125.20874776961392,67.9015192476122,,
1996-07-01,81.10171571173511,60.906724490803825,,,9.336315770255249,10.858675450676031,5.598213015087228,454.02468044333983,125.08867868271386,65.65442591028668,,
1996-08-01,82.43269139474347,62.494233640082435,,,9.154770062391195,10.783687692269842,5.645431473380473,465.3681104353445,125.9097277435908,64.87958584593126,,
1996-09-01,81.712866520049,61.66963515965923,,,8.857567156705384,11.1856642036844,5.723364753754976,467.67254016913347,128.78021543271404,63.618552964273896,,
1996-10-01,77.37441610410106,55.182734265808584,,,9.529826428049127,12.661855410243353,5.923302076503975,458.3120395777044,129.11574307698004,63.35947377664563,,
1996-11-01,81.27714153502332,59.68886484183199,,,8.866715966692194,12.721560726499135,5.693253542172742,462.7313739419468,129.5394668910406,62.54000858627145,,
1996-12-01,81.33329289010283,59.82762757449441,,,9.303857992568675,12.20180732303975,5.533875703025196,450.088333371572,132.49755902208526,63.80063100131902,,
1997-01-01,82.25787595246952,59.917017012700214,,,7.951666469015721,14.389192470753585,5.644371341562586,464.2939976439292,134.2737377564795,64.86496713240717,,
1997-02-01,82.9682741229358,59.77813849330065,,,8.031882735250303,15.158252894384843,5.751248471517681,477.1711597339945,134.93933714581124,66.21657747496411,,
1997-03-01,85.25377787943674,61.81397966377237,,,7.920016569038966,15.519781646625402,5.986881683487499,510.40428123451153,136.28216687093357,67.37036402698511,,
1997-04-01,83.3487147239155,61.165112450325026,,,8.128730664131691,14.054871609458788,6.053497785451714,504.55126000146913,134.01461161493305,69.55491681434481,,
1997-05-01,80.40825921511096,59.049259135024414,,,8.24854127003414,13.11045881005241,6.189691162705837,497.7022914723325,134.9597838077048,67.30704616748712,,
1997-06-01,80.82910227512185,59.739205906370984,,,7.5440706128747905,13.545825755876075,5.957988752272346,481.5788822114471,136.07589313233905,65.73124719545848,,
1997-07-01,80.95494330109658,58.99603702369416,,,7.479044805691089,14.479861471711335,6.000492898468771,485.769562374172,135.57749895206547,66.30938524548954,,
1997-08-01,82.39078330293475,60.570179974078954,,,7.301814662079306,14.518788666776482,5.995743016623401,493.99396362270295,135.6140553656488,66.73156276219775,,
1997-09-01,85.12553268926213,62.322680041390804,,,8.51725996336603,14.285592684505293,6.206503653714844,528.3319296603278,135.074458413231,68.01053472956916,,
1997-10-01,84.60084046470047,62.44028021624573,,,8.64559253523088,13.514967713223859,6.074051235937667,513.8698395859792,131.97180364875075,67.04675571498737,,
1997-11-01,84.05668355648585,62.940683505109526,,,9.116427994641711,11.999572056734605,5.958346588040545,500.83885367079125,132.84743026558266,67.83379715541312,,
1997-12-01,84.89193154496778,63.71092657798727,,,9.444951718645392,11.736053248335116,5.635388912489654,478.3990497883421,135.01922302652022,66.72284558069627,,
1998-01-01,88.07286118697493,63.80225070054113,,,9.904249101425169,14.366361385008624,6.353672528820907,559.5861186583397,133.90297528384266,66.43842058500712,92.06884615986128,
1998-02-01,86.50476262311442,62.66320201382502,,,10.05505909532141,13.786501513967995,5.984165952958949,517.6588552580372,135.18344217719434,65.08998352241848,89.46391129459681,
1998-03-01,85.35711585633263,61.437477840053766,,,9.615053624156664,14.304584392122196,5.906329130616353,504.1472198876524,136.20353104966733,64.5454717062143,88.9316647974545,
1998-04-01,95.17896622512477,71.0193396011551,,,9.302571922668683,14.857054701300978,5.5258563649827055,525.9452963275796,136.29951647352462,66.36741858471558,89.63615679640608,
1998-05-01,90.66762378272287,65.96577906322433,,,8.763015550223036,15.938829169275515,5.622687261518794,509.79569327529435,135.63223575715799,65.44119115607882,88.83489683285916,
1998-06-01,89.99669635673038,66.76311925950513,,,8.550390913420875,14.683186183804379,5.704186875485438,513.3579741951096,136.21311165819924,64.29516975640813,87.67336066906519,
1998-07-01,89.46726970133292,65.53970342653882,,,9.564409270663024,14.363157004131086,5.790656948711115,518.074266978235,136.51015972936653,64.80621872429056,87.14325924382582,
1998-08-01,88.98981215846518,65.93398674172798,,,9.25952164994062,13.796303766796578,5.759013767162035,512.4935533577644,139.45294367257,64.89341329943015,89.26153124405454,
1998-09-01,91.00575024131831,67.55371272878554,,,10.12653972250791,13.32549779002486,5.651407968644731,514.3106221062785,139.7907117297653,66.0385794196913,92.28622947111793,
1998-10-01,90.63332459830406,68.06987050892596,,,9.228070368005396,13.335383721372715,5.6495738887916245,512.0396641049542,140.91946193463176,67.50699588905448,93.99528319984731,
1998-11-01,90.06645299172422,66.3919270006701,,,9.172037396335487,14.502488594718642,5.844026797251181,526.3507648170001,142.30780691683634,66.21240592492904,93.99428160610645,
1998-12-01,92.45894610053875,69.60623111504717,,,8.489081385331705,14.36363360015989,6.121586173157315,565.9954060337554,145.5541036172441,67.16473143183988,95.19312868480442,
1999-01-01,91.32933551310325,71.13339725579328,,,8.072304572702947,12.123633684607022,6.289017496174145,574.371788955865,140.8421487257191,68.67884998210451,97.67282016486907,
1999-02-01,93.16466013535945,72.33237167030241,,,8.126069152563286,12.706219312493754,5.755000582396844,536.1626733377977,141.64632031871375,69.92929364056752,98.51941914883257,
1999-03-01,90.53950761069851,69.74924581217668,,,7.746340620889643,13.043921177632186,5.765485812682687,522.0042466167585,141.9485806016575,69.33256871262037,98.17865126005024,
1999-04-01,90.20498791864273,70.02451582457228,,,7.8671359239918095,12.31333617007864,5.592040896454431,504.42998150522794,143.04007190861523,69.65849644427497,98.88782375698436,
1999-05-01,89.69552435639201,70.41895057923747,,,7.659404128081864,11.61716964907268,5.698565255167223,511.1357986413409,143.95130919074666,68.5267809815479,98.88601298090015,
1999-06-01,89.30709792113402,69.49751276479962,,,7.628405446386555,12.181179709947848,5.783194731065812,516.4803381442808,143.5328776278631,68.18701418794652,98.71168588143816,
1999-07-01,91.6667785974168,71.49098032433257,,,7.802825100193646,12.372973172890578,5.853146542028636,536.5390881663747,144.03344341669424,70.04210739714782,101.10965944314783,
1999-08-01,89.1545588300967,68.62230767166692,,,7.853018231378931,12.679232927050869,5.857836456798059,522.2528250046878,144.3877587744235,70.94821735688873,101.77567695170977,
1999-09-01,90.93374566385235,69.72575128047173,,,7.897209736088489,13.31078464729214,5.879546526955772,534.6491885009825,145.84785027989076,73.58655252185707,106.96238506475176,
1999-10-01,93.14206040285517,71.69884584545359,,,7.233472031901675,14.20974252549991,6.0217583388717575,560.87897893059,148.5856103193307,73.8576939583397,109.10455648577185,
1999-11-01,91.53768751288752,70.3608557507235,,,8.1670058795675,13.009825882596513,5.938828235073924,543.6266031749101,146.86006000356664,73.9346247340644,107.39251205112062,
1999-12-01,88.61266006203748,70.37106522046992,,,6.516809176253681,11.724785665313869,6.072985571637627,538.1434060211834,154.5239688327785,67.51780008264068,101.66879681042354,
2000-01-01,84.69017410786306,65.47486569441185,34.00555574130016,29.56558072363793,8.816003485616761,10.399304927834455,6.268306291569172,530.8639511944066,149.91348422140112,68.37759550435375,103.42151757327105,
2000-02-01,91.63619137144892,71.47205978393055,37.74161076706036,33.150140877482414,9.654349689777966,10.5097818977404,6.128462368915256,561.5889504506416,148.60645533516217,74.42730020661969,111.02200031711439,
2000-03-01,91.9577069918672,71.53778297010986,36.85089226313894,32.68153729983864,10.123353879659602,10.296570142097735,6.11766388602105,562.5663431054513,149.356253525706,76.41846703382674,114.73998800037063,
2000-04-01,91.889154520418,71.05096818231299,37.182659656155096,32.09487264010697,10.614987362171664,10.223198975933354,6.106238817102854,561.0971222033386,148.19424750775502,75.62151906919392,112.43149480966895,
2000-05-01,91.30631534725211,70.88063318787606,37.59160910319607,32.78858233585584,10.903333210398829,9.522348948977223,6.134504974224049,560.1190456757877,149.83112366060237,75.98205803941862,113.50216205286225,
2000-06-01,91.7516633295514,71.14486143015165,37.88037901782941,32.59373066178083,11.08380547772244,9.522996421677327,6.107098062721456,560.3364053713747,146.4212351414946,77.7305158896908,114.10930245101248,
2000-07-01,90.10516768283065,70.82373400753369,37.16868524855523,33.744068721801796,10.420805516607345,8.860628158689623,6.057780328270257,545.8373122645445,147.62386652553292,75.33314559326014,112.66706334041531,
2000-08-01,85.91995171978313,66.299434125744,36.64407853876898,30.346974771291283,10.848875762671316,8.771641831367814,6.279680780412262,539.5498694686715,146.5346051337575,72.7876715179457,106.03855579019027,
2000-09-01,90.64262240531949,70.11929675665134,38.38628745267175,33.96853179828032,10.513526310291002,10.009799338377148,6.068672533905605,550.0803929923392,147.37598165197636,74.9756627573582,109.69921298183664,
2000-10-01,88.74766639381181,68.12991762007555,37.171693530612515,32.55302897642609,10.995013836229118,9.622734937507145,6.177292420041116,548.2202869108314,147.18179321016126,74.99384058888721,109.82751632733297,
2000-11-01,88.21377432226315,68.36355932692614,37.15569302245955,32.78443439196543,11.029608255409325,8.820606739927683,6.246947550406304,551.0668214145563,151.22941893515633,76.56900585164553,112.97126671877083,
2000-12-01,87.9610468389824,67.65288691427638,37.35085565825191,31.548516801532486,11.186337213444647,9.121822711261375,6.244122036808747,549.2395109480564,149.54153515129434,72.38321794779965,106.62715963715418,
2001-01-01,90.060141577276,68.68336158519051,37.08860336067053,31.9453120619702,11.537741597334264,9.839038394751224,6.124840099611409,551.6039665091807,148.70491242124712,74.82974053365325,112.0965087573183,
2001-02-01,89.36807506281798,68.70596189037697,36.33756915831967,31.243389305170368,11.445940363409203,9.216172809031805,5.984219992750662,534.7982215045572,151.62443141849621,74.9999717082217,114.58476492175743,
2001-03-01,90.20208289528638,70.01898512391935,37.78104767938685,32.195325135912164,11.414698672584704,8.768399098782321,5.996832618544804,540.9267929671357,149.6946806578012,73.45683049352786,110.480875296214,
2001-04-01,89.8945403853836,69.04266826416507,37.89608159620938,30.909379212085135,11.883665348124975,8.968206773093552,5.910664187385907,531.336440497403,152.5770551695436,72.81410525212254,111.64856096871691,
2001-05-01,88.29599210395506,68.18595955192299,36.843297911516004,31.420081639398642,11.56745876716019,8.542573784871871,5.9263557535619285,523.2734608217327,152.57534634427694,73.37365912709937,111.7293960571512,
2001-06-01,88.90479149696085,68.2242341224902,36.380956756038955,32.22589640732012,12.091323887504554,8.58923348696609,5.941297778672715,528.2098402342544,151.72630445475866,73.23247688133449,111.81803187980192,
2001-07-01,87.91772902950586,67.06097357872775,36.334420287112316,31.752878239587496,12.146244085863898,8.710511364914208,5.999809220889199,527.4896013108673,151.98679346474583,73.6655980469168,113.66143996560928,
2001-08-01,89.40795681217253,69.10158894915955,38.46478036475404,31.548795596866196,12.093355632671644,8.21301223034133,6.123173832835062,547.4604615995421,154.2206332272649,75.47636850737192,114.651795951557,
2001-09-01,68.87209533412765,55.29292801784644,30.79286175337446,22.774158807724653,6.467282013716849,7.11188530256436,6.317684950119526,435.1122001756155,147.78116126197173,61.90973122503126,92.7861571072057,
2001-10-01,70.99819606105551,59.45401557298952,32.760910181730566,26.705715555578074,5.3904684336872295,6.153712054378754,6.262448020049869,444.6225123496695,149.55094390179423,60.94343489882785,93.03406380543986,
2001-11-01,75.07943625799392,63.4035509331633,35.421092943236154,27.719303335258207,4.505107030676794,7.170778294153823,6.618979913726061,496.9492805255379,148.58737218703405,64.52664352286997,96.02475855791218,
2001-12-01,79.69674805949174,65.22077241004857,37.053378007651034,28.79976470312877,6.87671416726568,7.5992614821775035,6.2012053884003295,494.2159035045037,149.7703654910652,66.77143980302296,97.27364673131659,
2002-01-01,79.3257228541137,63.84506528657577,35.697380911647606,28.05914778147824,7.437929532840597,8.042728034697351,6.266971430440227,497.13203882575,148.28515487927402,66.20702717504234,98.2701959726319,
2002-02-01,85.43001093639128,69.36973028426299,37.72547472552953,30.69367771796513,7.77443721566128,8.285843436467017,6.217027048036372,531.1206887055877,151.22195378559965,69.54168188588109,104.30565821873478,
2002-03-01,84.93118756999533,67.94122766987181,38.723929470001714,29.296038922440495,8.42181877949307,8.568141120630463,6.161791134064409,523.3282385743586,155.90922644440647,70.05118104590086,108.4276159954109,
2002-04-01,78.19413022538934,61.43384750958228,33.50084174498363,28.061078498846843,8.158683006259254,8.601599709547814,6.362593018904795,497.5174270913946,154.5933701152047,70.2121382603768,108.56342282258001,
2002-05-01,85.54562283668423,67.32475226231678,36.954227648507455,30.12759305301534,8.63955918574498,9.58131138862246,6.233037008085126,533.2090330207449,154.43256836574727,71.6073471753238,111.73113544327478,
2002-06-01,88.5942366391742,70.67588340986214,39.779946163804425,30.36656836355246,8.515771550952481,9.40258167835958,5.98709732088281,530.4223168280575,156.86473451040493,71.07831267899473,112.47802989846569,
2002-07-01,83.85160457372115,65.63082804917043,37.725923804456606,28.122264000259015,7.829465623646505,10.391310900904212,6.13080051266896,514.0774603086845,158.96157690257849,68.58282485394227,110.02382979067207,
2002-08-01,85.16869895412682,66.7681579557424,38.499746239013945,29.095282651345233,7.916843066673858,10.483697931710559,6.02243507768748,512.9229601023384,162.543184326437,72.34397056792288,114.32238310590316,
2002-09-01,82.58230088097739,64.78967048611439,36.59961554042963,28.289093762986905,7.4559244426276825,10.336705952235318,6.568366242963933,542.4307973729025,161.48268434413606,67.79416430799984,110.6753396301546,
2002-10-01,84.4099296559954,66.62052394130416,38.081309596134105,28.34971317758533,7.5329260434879,10.256479671203335,6.453242465353818,544.7177425535981,163.22046824826225,70.61049057654459,115.62977280959767,
2002-11-01,84.26254024542447,66.1535332336529,37.0415670134946,29.254545686795144,7.179523156213491,10.92948385555809,6.654333271996084,560.7110251380371,161.66272016853003,71.70109939132062,115.1094322759034,
2002-12-01,83.60130268653064,64.84577991154399,37.078037141996816,28.275996383729776,8.323118396398897,10.432404378587766,6.548229296512452,547.4404994785451,163.7523579094192,72.76976208075013,117.7231840366711,
2003-01-01,83.70340556486593,68.02918880638936,38.8101739239622,29.105914493980567,5.833420538169046,9.840796220307517,6.459798206982241,540.7071091862283,167.59875370439272,72.99343141219862,121.98484331300561,83.304804610372
2003-02-01,80.94734603395318,65.90841507481113,36.941074500498395,27.57181028338243,5.591987987793857,9.44694297134819,6.631976989801473,536.840936282675,166.776262039498,71.65345201054478,119.00075543023526,82.73368658180823
2003-03-01,79.64983387268754,65.89616785561346,37.024817415296546,28.7558850050423,4.442969680473471,9.310696336600621,6.5746224672794655,523.6675872944485,169.56443205158524,71.11019871411007,120.12505514094461,78.74521370671164
2003-04-01,80.4993522293339,68.52422909141909,38.80927419632614,29.86898014429717,3.3191865740699527,8.655936563844861,6.769426111858828,544.934416968974,169.4408791707689,71.57394978230074,121.5684236045371,79.89584252426519
2003-05-01,80.19046051117263,68.20638201438697,38.95238266588092,29.19867407856085,3.2427298803986235,8.741348616387029,6.789996551326619,544.4929503201556,169.28696823601453,70.95392118555708,121.68760122341227,79.94509729020324
2003-06-01,80.32394094625933,68.52001711942168,40.15718636783555,28.310496276758933,3.3089432105615044,8.494980616276132,6.8243213530149465,548.1563853578691,169.45260148963297,70.93065175906611,121.20383530995625,78.64077567550913
2003-07-01,82.26934703901935,70.47169892714473,40.55116313578264,29.79230031311842,3.427299251576363,8.370348860298265,6.813051687902794,560.5053137068516,167.41268463414377,75.02288749825111,125.13720326804736,82.67475253073026
2003-08-01,83.5631093028532,70.8690679255713,40.647105686096715,31.33669183381016,3.891205367223223,8.80283601005869,7.034012682410789,587.7839706179484,168.15498251926985,80.29546517717019,131.68544738598288,89.37017743259266
2003-09-01,80.40214313304337,67.21994192682354,38.8447590115068,28.73405024758419,4.323685666552248,8.858515539667579,6.851882643060084,550.9060489981324,172.09353845360803,76.46793088922885,131.43033200688592,85.352391908169
2003-10-01,80.78765049431749,67.45916292602513,39.276658300813274,27.753135763902325,4.49027341877615,8.838214149516197,6.902347266182357,557.624418530748,170.7824313891665,76.84440288373341,131.23947403825676,87.97977105635637
2003-11-01,80.94577263369244,67.42934090470902,39.57515978295835,27.890614579685284,4.773941014189386,8.742490714794027,6.951936727665653,562.7298897214398,170.60237286146963,77.69404250937129,132.80561712148207,87.70300557411595
