date,E_NF@KAU.Q,ECT@KAU.Q,EMN@KAU.Q,E_TTU@KAU.Q,E_TU@KAU.Q,E_TRADE@KAU.Q,ERT@KAU.Q,EWT@KAU.Q,EIF@KAU.Q,E_FIR@KAU.Q,EFI@KAU.Q,ERE@KAU.Q,E_PBS@KAU.Q,EPS@KAU.Q,EMA@KAU.Q,EAD@KAU.Q,E_EDHC@KAU.Q,EED@KAU.Q,EHC@KAU.Q,E_LH@KAU.Q,EAE@KAU.Q,EAF@KAU.Q,EOS@KAU.Q,EGV@KAU.Q,EGVFD@KAU.Q,E_GVSL@KAU.Q,EMPL@KAU.Q,UR@KAU.Q
1972-01-01,9.983573399246705,0.5998814031397965,1.2926189249559332,1.82777451063106,0.6034278065218525,,,,,0.28526575651906233,0.09690867635540973,0.18835708016365252,,,,,,,0.3834793180892224,,,2.171012810940118,,2.2596872087437325,0.3020545503235225,1.95763265842021,,
1972-04-01,10.09554463276836,0.6041197496573973,1.3161295232365426,1.8439604896519988,0.5984035007181494,,,,,0.29068324580537536,0.09876478442591752,0.19191846137945787,,,,,,,0.3955734226179733,,,2.2446371230273474,,2.3029498652844986,0.30219689266389943,2.000752972620599,,
1972-07-01,10.209508333333334,0.6181822415654131,1.2585736040836928,1.8682094541618006,0.606356297247162,,,,,0.29719231879857466,0.1008499181487781,0.19634240064979683,,,,,,,0.40467316181667856,,,2.317713398196567,,2.311704512097664,0.2966040314953502,2.015100480602314,,
1972-10-01,10.352213370998117,0.6367376073640939,1.233977947723833,1.912577305794551,0.6263051304475286,,,,,0.3056821496192297,0.1037026394805687,0.20197951013866122,,,,,,,0.40089878119476174,,,2.363670001169299,,2.3256584138741054,0.2991445255172274,2.026513888356878,,
1973-01-01,10.586438401316402,0.683236953511832,1.236763045713529,2.053151191004896,0.795298288607119,,,,,0.3336208290037181,0.1134916691873326,0.22012915981638556,,,,,,,0.40479392124720875,,,2.228623439586887,,2.3793836264824257,0.4068450319254285,1.9725385945569973,,
1973-04-01,10.594096332391834,0.6979238620988691,1.2219361831386537,2.0820989559323078,0.8056908672124035,,,,,0.3421275177156116,0.11641770823632158,0.2257098094792905,,,,,,,0.4214850686944565,,,2.267484786543115,,2.300819804342028,0.4028441181789339,1.897975686163094,,
1973-07-01,10.70686499910939,0.7132770353531548,1.225171578745876,2.085878762826866,0.8128091259655067,,,,,0.34819140547582833,0.1184041132352377,0.22978729224059047,,,,,,,0.42678115978619274,,,2.3130228217098114,,2.2884502037039804,0.3960997406119613,1.8923504630920192,,
1973-10-01,10.868236553092954,0.7327458369653197,1.219362525735274,2.117483123260694,0.8320109060669808,,,,,0.35273908868533194,0.11988621499928435,0.23285287368604754,,,,,,,0.4341367370184459,,,2.36390228624437,,2.331346365645924,0.39421110929911096,1.937135256346813,,
1974-01-01,10.517533402801897,0.8492763839912643,1.030019236841382,2.073537372854941,0.6815996865480511,,,,,0.41080362991947766,0.14011963766080632,0.2706839922586713,,,,,,,0.4597376565339588,,,2.233756901734211,,2.292449846966526,0.4015957600429676,1.8908540869235588,,
1974-04-01,10.604740402586875,0.8522377567008825,1.0162348055693897,2.0939122361259646,0.6987259966958931,,,,,0.41097083570104304,0.14024031356999225,0.27073052213105114,,,,,,,0.4569054608994118,,,2.268613676798444,,2.3904619885482377,0.40260741255354443,1.987854575994693,,
1974-07-01,10.782437023437367,0.8748271918403848,1.0666710542447062,2.1367847169332985,0.7149460565031388,,,,,0.41821803266302204,0.1425883635758155,0.2756296690872065,,,,,,,0.4363301072424422,,,2.3016270326246766,,2.3741700039083304,0.39991675020638495,1.9742532537019457,,
1974-10-01,10.769562711920473,0.8721394104180984,1.1148415700111887,2.100627334707679,0.7120172044802854,,,,,0.42614508309888305,0.14505294365829607,0.2810921394405872,,,,,,,0.4734591070729641,,,2.2986690555093348,,2.37625149391024,0.3958800771971031,1.9803714167131374,,
1975-01-01,11.526185458346498,0.9110859012526907,1.2316457736978952,2.1926241653123104,0.7288297977172385,,,,,0.5426109107502678,0.18832349187956787,0.3542874188706993,,,,,,,0.5279556633056218,,,2.392836522428346,,2.380004650729384,0.29999200601928955,2.0800126447100946,,
1975-04-01,11.584355495053112,0.8898608959749118,1.2091305155651397,2.21936597753561,0.7316869103289654,,,,,0.5522273760664823,0.19167112562162522,0.360556250444857,,,,,,,0.5409171319077206,,,2.3957820040498574,,2.4439197170246385,0.299793391356156,2.1441263256684824,,
1975-07-01,11.635576303570991,0.8586855933248957,1.2222104983839557,2.22304273025039,0.7456146053420015,,,,,0.5545888182463624,0.19213200497457916,0.3624568132717836,,,,,,,0.5520986669124023,,,2.435067899811577,,2.427333298669772,0.3011420129925735,2.1261912856771983,,
1975-10-01,11.661735449838341,0.8102918453872016,1.2286132123530102,2.2307532221134467,0.7455830137765799,,,,,0.556241899604829,0.19264882641944614,0.36359307318538314,,,,,,,0.5580911239193865,,,2.480613573710221,,2.4820756669095387,0.2990725896319805,2.1830030772775584,,
1976-01-01,12.146713638641621,0.8421877548988768,1.1864449514392423,2.332507114219386,0.7698625762811195,,,,,0.6170575765262063,0.21416409097334643,0.4028934855528601,,,,,,,0.5523292742697649,,,2.5856834304479235,,2.5733661388600404,0.3035831210839521,2.269783017776088,,
1976-04-01,12.304228079135143,0.813384144585375,1.2078998597669337,2.3883903806339517,0.7890668044444412,,,,,0.624981856683437,0.21701438396456948,0.4079674727188678,,,,,,,0.5628391265519749,,,2.6562621498316177,,2.6755411468563106,0.3003519262176655,2.375189220638645,,
1976-07-01,12.331479874949286,0.7850652032544082,1.2236170675705098,2.4055614142004056,0.7920565481588925,,,,,0.6267094478135325,0.21732309322084853,0.40938635459268463,,,,,,,0.5700374289318426,,,2.683616177250183,,2.621604386809594,0.29867141196131447,2.3229329748482797,,
1976-10-01,12.440880395198432,0.7909101277301259,1.2301381212233136,2.4138528367230725,0.7937556951253347,,,,,0.6272704651127773,0.21737776144714457,0.4098927036656331,,,,,,,0.5832289982592878,,,2.713204909136941,,2.66282166080739,0.2973935407370678,2.3654281200703218,,
1977-01-01,12.92711190327143,0.7090452225551381,1.1476036229559814,2.693497461932956,0.9544358498351491,,,,,0.7107004175018634,0.24873350480271808,0.4619669126991459,,,,,,,0.6127239709099087,,,2.850555936540829,,2.7057084751304092,0.30357183687906214,2.402136638251347,,
1977-04-01,13.027763538213039,0.7075308395996007,1.1521440325479053,2.7263146387493165,0.961199470042128,,,,,0.7182228280318173,0.25151203007882267,0.46671079795299525,,,,,,,0.6277762452506482,,,2.8910024248753743,,2.7506151089557647,0.2990732328811401,2.4515418760746246,,
1977-07-01,13.081459004737503,0.6863076816430854,1.1346767851876884,2.712197588505997,0.9581849613375929,,,,,0.739944181356664,0.2588473859812954,0.4810967953753682,,,,,,,0.6406919011420157,,,2.908475928685261,,2.7622745873801513,0.2979279927731086,2.464346594607043,,
1977-10-01,13.136250272425864,0.6327974124133087,1.0688088926417587,2.748480276116293,0.9779854857376402,,,,,0.7586003550103396,0.26525272181548415,0.49334763319485586,,,,,,,0.6527850601847658,,,2.9709990432318705,,2.748068495200343,0.2994269374666891,2.4486415577336533,,
1978-01-01,13.341125191221833,0.6673072885390116,1.1628229196366486,2.8106997194704415,0.9617998341861482,,,,,0.811968367682211,0.28474036789065477,0.5272279997915565,,,,,,,0.6987751996427266,,,2.911248479341356,,2.7163099961299295,0.29658570662218325,2.419724289507746,,
1978-04-01,13.566022752269264,0.6858264896325467,1.1922824893098403,2.8197988498726687,0.962131575309412,,,,,0.8261809612947381,0.2898808456845868,0.5363001156101515,,,,,,,0.7084021610038483,,,3.0173276888150293,,2.785411761602445,0.2984873519912335,2.4869244096112113,,
1978-07-01,13.805303845049584,0.717465683276662,1.1764300859731895,2.8684585418948885,0.9950600777558746,,,,,0.8382584153662633,0.29382188605572035,0.5444365293105421,,,,,,,0.7144738163101388,,,3.0721212289153033,,2.833703114737521,0.3026029235434833,2.5311001911940383,,
1978-10-01,14.02137231829325,0.7466068162156233,1.190564505080321,2.925070355426431,1.014640145141975,,,,,0.8551166659505216,0.2997173142669037,0.5553993516836179,,,,,,,0.7405320500984636,,,3.1582026029283115,,2.7979084608634395,0.3023240178430995,2.49558444302034,,
1979-01-01,14.147509654131946,0.8948822186050317,1.1993586278090025,2.8966987463483105,0.9368731111778875,,,,,0.8586616397825617,0.3016738229116464,0.5569878168709145,,,,,,,0.7958144770853632,,,3.2454269643130096,,2.732200720284606,0.299944143439741,2.432256576844865,,
1979-04-01,14.23954021403494,0.903999791606997,1.1879723500391233,2.911493567386645,0.9293599558554083,,,,,0.885578543266162,0.31132684287611884,0.5742517003900435,,,,,,,0.8093583962306488,,,3.200331987319109,,2.7745694419326488,0.29972806804263746,2.4748413738900115,,
1979-07-01,14.387142915556305,0.9486506468301507,1.2153609719462264,2.914305341150643,0.9286375943946631,,,,,0.913693064498989,0.3211720377398061,0.5925210267591837,,,,,,,0.8225493569622914,,,3.2220968687346585,,2.7843292571575566,0.29872166026125596,2.4856075968963007,,
1979-10-01,14.367214762488898,0.9758731704219211,1.2132080502056477,2.9389258705892622,0.9469018214372009,,,,,0.9303944774341181,0.32704787596521157,0.6033466014689058,,,,,,,0.8360613947534339,,,3.228744179633226,,2.6089005806251873,0.30160612825636535,2.3072944523688217,,
1980-01-01,15.109160729039928,1.4660076070321626,1.2414609481614018,3.032902858008297,0.9370410805806024,,,,,0.9570835217103456,0.33685041724966336,0.6202331044606834,,,,,,,0.8712855964045868,,,3.414585044026944,,2.8598131358156866,0.29690074340256584,2.562912392413121,,
1980-04-01,15.169471471483854,1.4448346424584502,1.205454178848687,3.055204595629485,0.9363045618493685,,,,,0.9449581134124513,0.33258259438757465,0.6123755190248773,,,,,,,0.874868356571243,,,3.45021996838833,,2.8832289495993666,0.3043155033054976,2.578913446293869,,
1980-07-01,15.139464267007606,1.342732270996369,1.2118869893433157,3.050721335765585,0.9323408697198637,,,,,0.9387360981151326,0.33060081949774206,0.6081352786173911,,,,,,,0.8928804695026211,,,3.467834154740341,,2.8793433022979897,0.3007651605769052,2.5785781417210845,,
1980-10-01,15.217938877088786,1.3672480725260978,1.199564550313262,3.0817651939116915,0.9498255302204153,,,,,0.9361859867585953,0.32916142043087965,0.6070245663277177,,,,,,,0.9000361858905827,,,3.468194166177719,,2.877614612286955,0.29801859271503106,2.5795960195719245,,
1981-01-01,15.273194873906329,1.155168910051885,1.2358381274396826,3.0652310609303997,0.9283925886715864,,,,,0.8801600975853323,0.3116292195332382,0.5685308780520932,,,,,,,0.9348894682176443,,,3.5631757164261217,,2.8805717174107897,0.29697751715283927,2.58359420025795,,
1981-04-01,15.256082788814547,1.115288820959024,1.2662241966818388,3.0676223105271494,0.9555817636645078,,,,,0.882079477132936,0.3122836168862668,0.56979586024667,,,,,,,0.9481597775523815,,,3.578039018148839,,2.853042932293112,0.2979060408745997,2.555136891418512,,
1981-07-01,15.224996378109452,1.0910836385152332,1.2289811358260543,3.079516910033439,0.9650401721201755,,,,,0.8851040357564046,0.3133791556314618,0.571724880124941,,,,,,,0.962183704034094,,,3.6163545383460516,,2.8756537185802338,0.30070243060622215,2.5749512879740117,,
1981-10-01,15.199084760336248,1.0422996240542903,1.2254898733857578,3.0613875154704786,0.9554761654195318,,,,,0.8810168326849444,0.3115146054015249,0.5695022272834184,,,,,,,0.983968380214986,,,3.6876307270789823,,2.8573982983825315,0.30441401136633867,2.552984287016193,,
1982-01-01,15.181120627634272,0.8572412147900396,1.1843087574196716,3.1459494531503336,0.9533831215566119,,,,,0.8119290361570414,0.28669364001080416,0.525235396146238,,,,,,,1.0040942287425227,,,3.849576457935352,,2.827932589226909,0.2950421437768141,2.5328904454500956,,
1982-04-01,15.162323323456997,0.8144947223791906,1.2114508353538511,3.142312309305828,0.9547738058760796,,,,,0.8055542565612096,0.2843564306705065,0.5211978258907023,,,,,,,1.0140707846908936,,,3.8858417809157015,,2.859979596188779,0.30008151193365656,2.5598980842551224,,
1982-07-01,15.128044101322873,0.7818131101621546,1.218696166433702,3.1011253945571178,0.9371145156449853,,,,,0.7951694542384894,0.28064285669377553,0.5145265975447136,,,,,,,1.040264064926424,,,3.8702796166870024,,2.8886963611598375,0.3010824185541402,2.5876139426056977,,
